,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
9027,Mar,3,Wednesday,Toyota,Urban,Friday,Mar,3,Male,Married,47,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9028,4,500,4,more than 30,more than 30,none,more than 7,No,No,External,none,2 to 3 years,1 vehicle,1995,All Perils
9028,Mar,2,Sunday,Pontiac,Urban,Monday,Mar,2,Male,Single,34,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9029,1,400,1,more than 30,more than 30,more than 4,6 years,No,No,External,more than 5,no change,1 vehicle,1995,Liability
9029,Jan,1,Sunday,Toyota,Urban,Monday,Jan,3,Female,Divorced,42,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9030,12,400,1,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,1995,Collision
9030,Mar,2,Friday,Pontiac,Urban,Monday,Mar,2,Female,Single,40,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9031,4,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,Liability
9031,Mar,2,Wednesday,Honda,Urban,Friday,Mar,2,Male,Single,45,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9032,9,400,4,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,All Perils
9032,Mar,1,Friday,Mazda,Urban,Friday,Mar,1,Male,Married,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9033,16,400,4,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1995,Collision
9033,Mar,1,Saturday,Pontiac,Urban,Monday,Mar,1,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9034,6,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,Collision
9034,Mar,1,Wednesday,Honda,Urban,Friday,Mar,4,Male,Married,47,Third Party,Sport - Collision,Sport,more than 69000,0,9035,5,400,2,more than 30,more than 30,1,more than 7,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
9035,Mar,1,Thursday,Ford,Urban,Tuesday,Mar,2,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9036,2,400,3,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
9036,Feb,5,Tuesday,Chevrolet,Urban,Wednesday,Mar,1,Male,Married,39,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,9037,6,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,Collision
9037,Jan,1,Sunday,Honda,Urban,Monday,Jan,1,Male,Single,22,Policy Holder,Sport - Collision,Sport,more than 69000,1,9038,8,400,1,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,1995,Collision
9038,Feb,4,Monday,VW,Urban,Friday,Jun,4,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9039,10,400,1,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,All Perils
9039,Feb,3,Sunday,Pontiac,Urban,Thursday,Mar,1,Female,Married,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9040,16,400,2,more than 30,more than 30,none,6 years,No,No,External,none,no change,1 vehicle,1995,Liability
9040,Feb,1,Wednesday,Mazda,Urban,Wednesday,Feb,2,Male,Married,28,Third Party,Sport - Collision,Sport,more than 69000,0,9041,10,400,4,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,1995,Collision
9041,Oct,4,Sunday,Dodge,Urban,Wednesday,Nov,4,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9042,16,400,2,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,Collision
9042,Oct,3,Thursday,Honda,Urban,Wednesday,Oct,4,Male,Married,38,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9043,7,400,3,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1995,Liability
9043,Jan,1,Monday,Chevrolet,Urban,Wednesday,Jan,1,Male,Married,51,Third Party,Sedan - All Perils,Sedan,more than 69000,0,9044,2,400,3,more than 30,more than 30,2 to 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
9044,Oct,2,Tuesday,Toyota,Urban,Tuesday,Oct,2,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9045,16,400,4,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1995,Collision
9045,Oct,1,Monday,Chevrolet,Urban,Wednesday,Oct,1,Male,Married,35,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9046,1,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,none,no change,1 vehicle,1995,Liability
9046,Sep,2,Monday,Honda,Urban,Wednesday,Sep,3,Male,Single,22,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9047,11,400,1,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1995,Collision
9047,Aug,3,Thursday,Mazda,Urban,Friday,Aug,3,Male,Married,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9048,16,400,4,more than 30,more than 30,1,5 years,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
9048,Aug,3,Thursday,Honda,Urban,Saturday,Oct,3,Male,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9049,8,400,2,more than 30,more than 30,1,more than 7,No,No,Internal,more than 5,no change,1 vehicle,1995,Liability
9049,Jul,5,Friday,Toyota,Urban,Friday,Aug,1,Male,Single,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9050,15,400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,Collision
9050,Jan,1,Monday,Honda,Urban,Thursday,Feb,1,Female,Married,29,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,9051,14,400,3,more than 30,more than 30,2 to 4,5 years,Yes,No,External,more than 5,no change,1 vehicle,1995,Collision
9051,Jul,1,Friday,Mazda,Urban,Friday,Jul,1,Male,Married,47,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9052,7,400,4,more than 30,more than 30,none,more than 7,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability
9052,Jun,5,Thursday,Pontiac,Urban,Friday,Jul,1,Male,Single,47,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,9053,3,700,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1995,All Perils
9053,Jun,2,Saturday,Mercury,Urban,Thursday,Jun,5,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9054,9,400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1995,Collision
9054,Jun,2,Friday,Mazda,Urban,Friday,Jun,2,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9055,6,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1995,Collision
9055,Jan,1,Monday,Pontiac,Urban,Tuesday,Jan,1,Female,Married,43,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,9056,6,400,2,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
9056,May,3,Saturday,Honda,Urban,Monday,May,3,Male,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9057,5,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1995,Liability
9057,May,2,Tuesday,Toyota,Urban,Friday,May,2,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9058,13,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
9058,Apr,3,Tuesday,Toyota,Urban,Tuesday,Apr,3,Male,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9059,1,400,3,more than 30,more than 30,more than 4,7 years,No,No,External,none,no change,1 vehicle,1995,Liability
9059,Apr,3,Wednesday,Toyota,Rural,Sunday,May,1,Male,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9060,4,400,3,more than 30,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
9060,Apr,2,Wednesday,Honda,Rural,Wednesday,Apr,2,Male,Married,59,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9061,1,400,3,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
9061,Apr,2,Saturday,Dodge,Urban,Monday,Apr,2,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9062,15,400,1,more than 30,more than 30,1,more than 7,No,No,External,none,no change,3 to 4,1995,Collision
9062,Apr,2,Friday,Toyota,Urban,Monday,Apr,2,Male,Married,42,Third Party,Sedan - Collision,Sedan,less than 20000,0,9063,5,400,3,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
9063,Apr,1,Monday,VW,Urban,Monday,Apr,1,Male,Married,34,Policy Holder,Sedan - Liability,Sport,more than 69000,0,9064,9,400,4,more than 30,more than 30,more than 4,7 years,No,No,External,more than 5,no change,1 vehicle,1995,Liability
9064,Jan,1,Monday,Mazda,Rural,Tuesday,Jan,2,Male,Single,28,Third Party,Sport - Collision,Sport,more than 69000,0,9065,10,400,1,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,1995,Collision
9065,Mar,4,Wednesday,Pontiac,Urban,Thursday,Mar,4,Male,Single,40,Policy Holder,Sedan - Liability,Sport,less than 20000,0,9066,6,400,4,more than 30,more than 30,1,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
9066,Mar,3,Sunday,Pontiac,Urban,Monday,Mar,4,Male,Married,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9067,1,400,3,more than 30,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
9067,Mar,2,Tuesday,Honda,Urban,Wednesday,Mar,2,Female,Married,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9068,12,400,2,more than 30,more than 30,none,5 years,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
9068,Mar,1,Friday,Chevrolet,Urban,Thursday,Mar,2,Male,Married,32,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,9069,10,400,4,more than 30,more than 30,1,6 years,No,No,External,more than 5,no change,1 vehicle,1995,Collision
9070,Jan,1,Tuesday,Toyota,Urban,Tuesday,Jan,2,Male,Single,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,9071,12,400,1,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1995,Collision
9071,Feb,4,Saturday,Toyota,Urban,Thursday,Apr,2,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9072,16,400,1,more than 30,more than 30,none,7 years,No,No,External,more than 5,no change,1 vehicle,1995,Collision
9072,Feb,4,Friday,Honda,Urban,Monday,Feb,5,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9073,10,400,4,more than 30,more than 30,2 to 4,6 years,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
9073,Feb,4,Thursday,Pontiac,Urban,Tuesday,Mar,1,Male,Single,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9074,14,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
9074,Feb,3,Monday,Ford,Urban,Tuesday,Feb,3,Male,Single,36,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,9075,15,400,2,more than 30,more than 30,none,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,Collision
9075,Feb,2,Friday,Mazda,Urban,Monday,Feb,3,Female,Married,54,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9076,6,400,3,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
9076,Feb,2,Thursday,Mazda,Urban,Thursday,Feb,2,Male,Married,47,Policy Holder,Sedan - Liability,Sport,more than 69000,0,9077,10,400,2,more than 30,more than 30,2 to 4,more than 7,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
9077,Feb,1,Saturday,Toyota,Urban,Monday,Feb,3,Male,Married,47,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9078,4,400,4,more than 30,more than 30,more than 4,more than 7,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
9078,Feb,1,Friday,Mazda,Urban,Wednesday,Feb,2,Male,Married,45,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9079,9,500,4,more than 30,more than 30,2 to 4,7 years,No,No,External,1 to 2,2 to 3 years,1 vehicle,1995,Liability
9079,Feb,1,Friday,Pontiac,Urban,Monday,Feb,2,Male,Married,48,Third Party,Sedan - All Perils,Sedan,more than 69000,0,9080,16,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
9080,Jan,1,Tuesday,Chevrolet,Urban,Monday,Apr,3,Male,Married,62,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9081,12,400,4,more than 30,more than 30,more than 4,6 years,No,No,External,none,no change,1 vehicle,1995,Liability
9081,Dec,4,Thursday,Pontiac,Urban,Tuesday,Jan,1,Male,Single,23,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9082,7,400,2,more than 30,more than 30,more than 4,4 years,No,No,External,none,no change,1 vehicle,1995,Liability
9082,Jan,1,Wednesday,Mercury,Rural,Thursday,Jan,1,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9083,7,400,3,more than 30,more than 30,none,7 years,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
9083,Jul,3,Friday,Pontiac,Urban,Monday,Jul,3,Male,Married,61,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9084,14,700,1,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
9084,Apr,1,Monday,Honda,Urban,Friday,Apr,3,Female,Single,31,Third Party,Sport - Collision,Sport,more than 69000,0,9085,14,400,3,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,1995,Collision
9085,Jul,2,Friday,Toyota,Urban,Monday,Jul,4,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,9086,10,400,3,more than 30,more than 30,1,5 years,No,No,External,none,no change,1 vehicle,1995,Collision
9086,Jun,3,Tuesday,Mazda,Urban,Tuesday,Jun,3,Male,Married,75,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9087,2,400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,Liability
9087,Jan,1,Wednesday,Mazda,Urban,Wednesday,Jan,3,Female,Single,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,9088,9,400,3,more than 30,more than 30,none,7 years,No,No,External,none,no change,1 vehicle,1995,All Perils
9088,Aug,4,Sunday,Chevrolet,Rural,Monday,Aug,4,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,9089,13,400,4,more than 30,more than 30,none,more than 7,No,No,External,none,no change,1 vehicle,1995,All Perils
9089,Nov,1,Thursday,Honda,Urban,Monday,Nov,2,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9090,2,400,1,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
9090,Dec,1,Thursday,Mazda,Rural,Thursday,Dec,1,Female,Married,55,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9091,8,400,1,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1995,All Perils
9091,Nov,1,Friday,Toyota,Urban,Monday,Nov,2,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9092,12,400,4,more than 30,more than 30,1,6 years,No,No,External,none,no change,1 vehicle,1995,Collision
9092,Aug,2,Sunday,Chevrolet,Urban,Thursday,Aug,4,Male,Married,55,Policy Holder,Utility - Collision,Utility,more than 69000,0,9093,15,400,3,more than 30,more than 30,1,6 years,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
9093,Aug,2,Saturday,Honda,Urban,Thursday,Aug,4,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,9094,13,400,1,more than 30,more than 30,none,more than 7,No,No,External,none,4 to 8 years,2 vehicles,1995,All Perils
9094,Jul,3,Tuesday,Toyota,Urban,Wednesday,Jul,3,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9095,12,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,more than 5,no change,1 vehicle,1995,Collision
9095,Jan,1,Wednesday,Honda,Rural,Thursday,Jan,1,Male,Single,18,Third Party,Sport - Collision,Sport,more than 69000,0,9096,14,400,1,more than 30,more than 30,2 to 4,5 years,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
9096,Aug,4,Wednesday,Toyota,Urban,Thursday,Aug,4,Male,Single,24,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,9097,6,400,1,more than 30,more than 30,2 to 4,3 years,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
9097,Nov,2,Monday,Pontiac,Urban,Thursday,Nov,3,Male,Single,46,Policy Holder,Utility - All Perils,Utility,more than 69000,0,9098,1,400,1,more than 30,more than 30,more than 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
9098,Jun,1,Thursday,Honda,Urban,Tuesday,Jun,3,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9099,13,400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,none,no change,1 vehicle,1995,Collision
9099,May,4,Tuesday,Honda,Urban,Tuesday,May,4,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9100,5,400,4,more than 30,more than 30,2 to 4,7 years,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
9100,Jul,4,Sunday,Toyota,Urban,Monday,Aug,1,Male,Single,18,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9101,10,400,2,more than 30,more than 30,1,2 years,No,No,External,more than 5,1 year,1 vehicle,1995,Collision
9101,Jun,4,Monday,Pontiac,Urban,Monday,Jun,4,Male,Married,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9102,5,400,3,more than 30,more than 30,2 to 4,6 years,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
9102,Jul,5,Saturday,Chevrolet,Urban,Monday,Aug,1,Male,Single,35,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9103,9,400,4,more than 30,more than 30,more than 4,6 years,No,No,External,more than 5,no change,3 to 4,1995,Liability
9103,Nov,3,Saturday,Pontiac,Urban,Tuesday,Nov,4,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9104,7,400,3,more than 30,more than 30,none,7 years,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
9104,Nov,3,Tuesday,Honda,Urban,Wednesday,Nov,3,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9105,2,400,3,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1995,Collision
9105,Nov,2,Monday,Pontiac,Urban,Tuesday,Nov,2,Female,Single,35,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9106,13,400,2,more than 30,more than 30,none,6 years,No,No,External,more than 5,no change,1 vehicle,1995,Collision
9106,Jan,1,Thursday,Honda,Urban,Tuesday,Jan,4,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,9107,5,400,1,more than 30,more than 30,1,7 years,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
9107,Nov,4,Tuesday,Toyota,Urban,Wednesday,Nov,4,Female,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9108,2,400,2,more than 30,more than 30,2 to 4,5 years,No,No,External,none,no change,1 vehicle,1995,Liability
9108,Mar,4,Sunday,Toyota,Urban,Friday,Mar,5,Male,Married,54,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9109,13,400,4,more than 30,more than 30,none,more than 7,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
9109,May,3,Tuesday,Toyota,Urban,Friday,May,4,Male,Married,63,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9110,2,400,4,more than 30,more than 30,1,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,Collision
9110,Jan,1,Thursday,Toyota,Rural,Thursday,Jan,2,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,9111,7,400,1,more than 30,more than 30,none,5 years,No,No,External,none,no change,1 vehicle,1995,All Perils
9112,Aug,2,Monday,Mazda,Urban,Thursday,Aug,2,Female,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9113,1,400,4,more than 30,more than 30,more than 4,5 years,No,No,External,none,no change,1 vehicle,1995,Liability
9113,Nov,4,Monday,Chevrolet,Urban,Monday,Nov,4,Male,Married,47,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9114,8,400,2,more than 30,more than 30,2 to 4,7 years,No,No,External,none,no change,1 vehicle,1995,Collision
9114,May,3,Monday,Toyota,Urban,Tuesday,May,3,Male,Married,33,Third Party,Utility - All Perils,Utility,more than 69000,0,9115,6,400,3,more than 30,more than 30,none,6 years,No,No,External,none,4 to 8 years,2 vehicles,1995,All Perils
9115,May,1,Wednesday,Chevrolet,Urban,Thursday,May,1,Male,Married,57,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,9116,1,400,2,more than 30,more than 30,1,more than 7,No,No,External,none,no change,1 vehicle,1995,All Perils
9116,Jul,3,Tuesday,Pontiac,Urban,Tuesday,Jul,3,Male,Married,55,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9117,2,400,4,more than 30,more than 30,2 to 4,more than 7,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
